Truck,Customer,Subcontractor,Loading ETA,Loading Arrival,Tripleg Income,Total Kms,Loading Started,Expected Total Kms
Afriworks01,CORROBRIK-AVOCA,Afriworks Transport,2015-09-01 06:00:00,2015-09-01 06:35:00,"10,700.00",1,2015-09-01 06:40:00,20
Aquarius 01,CORROBRIK-AVOCA,Aquarius Transport,2015-09-01 06:00:00,2015-09-01 06:45:00,"10,252.00",1,2015-09-01 06:55:00,40
D624,CORROBRIK-AVOCA,"",2015-09-01 06:00:00,2015-09-01 06:55:00,"3,919.00",108,2015-09-01 07:00:00,40
D625,CORROBRIK-AVOCA,"",2015-09-01 06:00:00,2015-09-01 06:55:00,"2,036.91",34,2015-09-01 07:00:00,0
D625,CORROBRIK-AVOCA,"",2015-09-01 10:00:00,2015-09-01 11:35:00,"3,235.09",54,2015-09-01 11:40:00,0
D626,CORROBRIK-AVOCA,"",2015-09-01 06:00:00,2015-09-01 10:00:00,"2,429.70",106,2015-09-01 10:05:00,0
D626,CORROBRIK-AVOCA,"",2015-09-01 10:00:00,2015-09-01 14:50:00,"2,842.30",124,2015-09-01 14:55:00,0
D627,CORROBRIK-AVOCA,"",2015-09-01 06:00:00,2015-09-01 10:25:00,"3,719.00",227,2015-09-01 10:30:00,40
D628,CORROBRIK-AVOCA,"",2015-09-01 06:00:00,2015-09-01 09:05:00,"3,802.00",217,2015-09-01 09:10:00,40
D629,CORROBRIK-AVOCA,"",2015-09-01 06:00:00,2015-09-01 09:05:00,"1,550.51",34,2015-09-01 09:10:00,0
D629,CORROBRIK-AVOCA,"",2015-09-01 10:00:00,2015-09-01 11:50:00,"1,322.49",29,2015-09-01 11:55:00,0
D630,CORROBRIK-AVOCA,"",2015-09-01 06:00:00,2015-09-01 11:20:00,"7,886.00",180,2015-09-01 11:25:00,40
D631,CORROBRIK-AVOCA,"",2015-09-01 06:00:00,2015-09-01 09:05:00,"11,380.00",232,2015-09-01 09:10:00,40
D632,CORROBRIK-AVOCA,"",2015-09-01 06:00:00,2015-09-01 09:05:00,"5,270.00",279,2015-09-01 09:10:00,40
D633,CORROBRIK-AVOCA,"",2015-09-01 06:00:00,2015-09-01 06:55:00,"6,100.00",8,2015-09-01 07:00:00,40
