Truck,Customer,Subcontractor,Loading ETA,Loading Arrival,Tripleg Income,Total Kms,Loading Started,Expected Total Kms
BWC001,Anglo American New,"",2015-08-03 04:00:00,(none),"10,335.20",660,(none),660
Afriworks01,CORROBRIK-AVOCA,Afriworks Transport,2015-08-03 06:00:00,(none),"1,500.00",20,(none),20
SN Matjoko 02,PPC-Slurry F & V,"",2015-08-03 10:00:00,2015-08-03 10:00:00,"9,431.17",420,2015-08-03 10:56:00,414
SN Matjoko 01,PPC-Slurry,"",2015-08-03 17:00:00,2015-08-03 17:00:00,276.02,90,2015-08-03 17:26:00,90
343001,PPC-Dwaalboom,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"8,411.20",868,2015-08-03 01:00:00,868
343003,PPC-Dwaalboom F & V,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"14,313.23",518,2015-08-03 01:00:00,518
343013,PPC-Dwaalboom,"",2015-08-03 10:23:00,2015-08-03 10:23:00,"8,411.20",868,2015-08-03 10:23:00,868
343013,PPC-Dwaalboom,"",2015-08-03 18:30:00,2015-08-03 18:30:00,"5,347.20",182,2015-08-03 18:30:00,182
343017,PPC-Dwaalboom,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"8,411.20",868,2015-08-03 01:00:00,868
343018,PPC-Dwaalboom,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"8,411.20",868,2015-08-03 01:00:00,868
343020,PPC-Dwaalboom F & V,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"21,029.95",468,2015-08-03 01:00:00,468
343021,PPC-Dwaalboom,"",2015-08-03 09:05:00,2015-08-03 09:05:00,"8,411.20",868,2015-08-03 09:05:00,868
343023,PPC-Dwaalboom,"",2015-08-03 17:30:00,2015-08-03 17:30:00,"6,384.40",364,2015-08-03 17:30:00,364
343024,PPC-Dwaalboom,"",2015-08-03 10:36:00,2015-08-03 10:36:00,"8,411.20",868,2015-08-03 10:36:00,868
343029,PPC-Dwaalboom,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"8,411.20",1207,2015-08-03 01:00:00,868
343036,PPC-Dwaalboom F & V,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"14,313.23",518,2015-08-03 01:00:00,518
343040,PPC-Dwaalboom F & V,"",2015-08-03 01:00:00,2015-08-03 01:00:00,"14,313.23",518,2015-08-03 01:00:00,518
343012,PPC-Dwaalboom,"",2015-08-03 09:08:00,2015-08-03 09:08:00,"8,411.20",868,2015-08-03 09:08:00,868
