Truck,Date,Income,Contribution,Kms,Blackout Status
E103,2015-02-23,"R9,072.92","R1,892.94",542,Yes
E104,2015-02-23,"R9,072.92","R1,892.94",542,Yes
E105,2015-02-23,"R9,072.92","R1,892.94",542,Yes
E106,2015-02-23,"R9,072.92","R1,892.94",542,Yes
E107,2015-02-23,"R9,072.92","R1,892.94",542,Yes
E108,2015-02-23,"R9,072.92","R1,892.94",542,No
E109,2015-02-23,"R9,072.92","R1,892.94",542,No
E110,2015-02-23,"R9,072.92","R1,892.94",542,Yes
E111,2015-02-23,"R9,072.92","R1,892.94",542,Yes
E112,2015-02-23,"R9,072.92","R1,892.94",542,Yes
E29,2015-02-23,"R9,072.92","R1,892.94",542,Yes
E45,2015-02-23,"R7,375.00","R1,387.58",417,Yes
E46,2015-02-23,"R7,375.00","R1,387.58",417,Yes
E48,2015-02-23,"R7,375.00","R1,387.58",417,Yes
E50,2015-02-23,"R7,375.00","R1,387.58",417,Yes
E51,2015-02-23,"R7,375.00","R1,387.58",417,Yes
E68,2015-02-23,"R9,072.92","R1,892.94",542,No
E69,2015-02-23,"R9,072.92","R1,892.94",542,No
E70,2015-02-23,"R9,072.92","R1,892.94",542,Yes
E71,2015-02-23,"R9,072.92","R1,892.94",542,No
E72,2015-02-23,"R9,072.92","R1,892.94",542,No
E73,2015-02-23,"R9,072.92","R1,892.94",542,No
E74,2015-02-23,"R9,072.92","R1,892.94",542,Yes
E75,2015-02-23,"R9,072.92","R1,892.94",542,Yes
E76,2015-02-23,"R9,072.92","R1,892.94",542,Yes
