Truck,Customer,Subcontractor,Loading ETA,Loading Arrival,Tripleg Income,Total Kms,Loading Started,Expected Total Kms
444008,Anglo American New,"",2015-09-29 11:00:00,2015-09-29 12:54:00,"11,878.84",400,2015-09-29 14:51:00,700
444009,Anglo American New,"",2015-09-29 18:00:00,2015-09-29 19:15:00,"11,517.11",396,2015-09-29 20:00:00,700
444022,Anglo American New,"",2015-09-29 12:00:00,2015-09-29 12:57:00,"10,452.85",337,2015-09-29 14:42:00,630
444023,Anglo American New,"",2015-09-29 20:00:00,(none),"11,626.92",700,(none),700
444027,Anglo American New,"",2015-09-29 17:00:00,2015-09-29 18:05:00,"11,568.79",402,2015-09-29 19:13:00,700
444028,Anglo American New,"",2015-09-29 11:00:00,(none),"11,626.92",700,(none),700
444029,Anglo American New,"",2015-09-29 16:00:00,2015-09-29 15:40:00,"11,930.51",397,2015-09-29 18:17:00,700
444036,Anglo American New,"",2015-09-29 10:30:00,2015-09-29 12:20:00,"11,375.00",395,2015-09-29 14:47:00,700
444037,Anglo American New,"",2015-09-29 20:00:00,(none),"11,626.92",700,(none),700
444038,Anglo American New,"",2015-09-29 01:23:00,(none),"5,132.88",200,(none),200
444038,Anglo American New,"",2015-09-29 11:00:00,2015-09-29 12:21:00,"11,040.03",335,2015-09-29 13:22:00,630
444039,Anglo American New,"",2015-09-29 00:24:00,2015-09-29 00:24:00,"4,890.49",201,2015-09-29 00:24:00,200
444039,Anglo American New,"",2015-09-29 12:00:00,2015-09-29 11:45:00,"10,284.26",335,2015-09-29 16:34:00,630
444025,Anglo American New,"",2015-09-29 16:00:00,(none),"10,464.48",630,(none),630
444026,Anglo American New,"",2015-09-29 18:00:00,2015-09-29 19:15:00,"10,173.80",358,2015-09-29 19:17:00,630
