Truck,Date,Income,Contribution,Kms,Blackout Status
13,2015-03-31,"R7,340.33",R685.02,355,No
148,2015-03-31,"R7,340.33",R685.02,355,No
163,2015-03-31,"R7,340.33",R685.02,355,No
164,2015-03-31,"R7,340.33",R685.02,355,No
166,2015-03-31,"R7,340.33",R685.02,355,No
167,2015-03-31,"R7,340.33",R685.02,355,No
249,2015-03-31,"R7,340.33",R685.02,355,No
25,2015-03-31,"R7,340.33",R685.02,355,No
269,2015-03-31,"R7,340.33",R685.02,355,Yes
270,2015-03-31,"R7,340.33",R685.02,355,Yes
298,2015-03-31,"R7,340.33",R685.02,355,No
300,2015-03-31,"R7,340.33",R685.02,355,No
301,2015-03-31,"R7,340.33",R685.02,355,No
302,2015-03-31,"R7,340.33",R685.02,355,No
305,2015-03-31,"R7,340.33",R685.02,355,No
306,2015-03-31,"R7,340.33",R685.02,355,No
307,2015-03-31,"R7,340.33",R685.02,355,No
308,2015-03-31,"R7,340.33",R685.02,355,No
309,2015-03-31,"R7,340.33",R685.02,355,No
310,2015-03-31,"R7,340.33",R685.02,355,No
311,2015-03-31,"R7,340.33",R685.02,355,No
312,2015-03-31,"R7,340.33",R685.02,355,No
323,2015-03-31,"R7,340.33",R685.02,355,No
338,2015-03-31,"R7,340.33",R685.02,355,No
339,2015-03-31,"R7,340.33",R685.02,355,No
39,2015-03-31,"R7,340.33",R685.02,355,No
40,2015-03-31,"R7,340.33",R685.02,355,No
41,2015-03-31,"R7,340.33",R685.02,355,No
44,2015-03-31,"R7,340.33",R685.02,355,No
45,2015-03-31,"R7,340.33",R685.02,355,No
46,2015-03-31,"R7,340.33",R685.02,355,No
47,2015-03-31,"R7,340.33",R685.02,355,No
5,2015-03-31,"R7,340.33",R685.02,355,No
59,2015-03-31,"R7,340.33",R685.02,355,No
60,2015-03-31,"R7,340.33",R685.02,355,No
8,2015-03-31,"R7,340.33",R685.02,355,No
