Truck,Date,Income,Contribution,Kms,Blackout Status
100,2014-06-30,"R6,652.60",R567.57,419,No
101,2014-06-30,"R6,652.60",R567.57,419,No
102,2014-06-30,"R6,652.60",R567.57,419,No
112,2014-06-30,"R6,652.60",R567.57,419,No
114,2014-06-30,"R6,652.60",R567.57,419,No
115,2014-06-30,"R6,652.60",R567.57,419,No
127,2014-06-30,"R6,652.60",R567.57,419,Yes
212,2014-06-30,"R6,652.60",R567.57,419,No
213,2014-06-30,"R6,652.60",R567.57,419,Yes
214,2014-06-30,"R6,652.60",R567.57,419,No
215,2014-06-30,"R6,652.60",R567.57,419,No
217,2014-06-30,"R6,652.60",R567.57,419,No
218,2014-06-30,"R6,652.60",R567.57,419,No
221,2014-06-30,"R6,652.60",R567.57,419,No
223,2014-06-30,"R6,652.60",R567.57,419,No
227,2014-06-30,"R6,652.60",R567.57,419,Yes
229,2014-06-30,"R6,652.60",R567.57,419,No
230,2014-06-30,"R6,652.60",R567.57,419,No
231,2014-06-30,"R6,652.60",R567.57,419,Yes
233,2014-06-30,"R6,652.60",R567.57,419,No
234,2014-06-30,"R6,652.60",R567.57,419,No
235,2014-06-30,"R6,652.60",R567.57,419,No
239,2014-06-30,"R6,652.60",R567.57,419,No
240,2014-06-30,"R6,652.60",R567.57,419,No
241,2014-06-30,"R6,652.60",R567.57,419,No
242,2014-06-30,"R6,652.60",R567.57,419,No
243,2014-06-30,"R6,652.60",R567.57,419,No
26,2014-06-30,"R6,652.60",R567.57,419,No
28,2014-06-30,"R6,652.60",R567.57,419,No
299,2014-06-30,"R6,652.60",R567.57,419,No
303,2014-06-30,"R6,652.60",R567.57,419,No
304,2014-06-30,"R6,652.60",R567.57,419,No
66,2014-06-30,"R6,652.60",R567.57,419,No
67,2014-06-30,"R6,652.60",R567.57,419,No
68,2014-06-30,"R6,652.60",R567.57,419,No
76,2014-06-30,"R6,652.60",R567.57,419,No
77,2014-06-30,"R6,652.60",R567.57,419,No
79,2014-06-30,"R6,652.60",R567.57,419,No
80,2014-06-30,"R6,652.60",R567.57,419,No
81,2014-06-30,"R6,652.60",R567.57,419,No
87,2014-06-30,"R6,652.60",R567.57,419,No
88,2014-06-30,"R6,652.60",R567.57,419,No
89,2014-06-30,"R6,652.60",R567.57,419,No
98,2014-06-30,"R6,652.60",R567.57,419,No
99,2014-06-30,"R6,652.60",R567.57,419,No
DM1,2014-06-30,"R6,652.60",R567.57,419,No
DM3,2014-06-30,"R6,652.60",R567.57,419,No
