Truck,FM ID,Primary Fleet,Fleet Tonnages,Function Code,Date,Income,Contribution,Kms,Blackout Status
T023,4032,T24 - Revenue MPU Adhoc,40.000,"",2015-10-13,"R8,827.53","R1,324.13",426,Yes
T024,4033,T24 - Revenue MPU Adhoc,40.000,"",2015-10-13,"R8,827.53","R1,324.13",426,Yes
T038,4021,T24 - Revenue MPU Adhoc,40.000,"",2015-10-13,"R7,294.15","R1,094.12",426,Yes
T039,4036,T24 - Revenue MPU Adhoc,40.000,"",2015-10-13,"R7,278.99","R1,091.85",426,Yes
T040,4040,T24 - Revenue MPU Adhoc,40.000,"",2015-10-13,"R7,278.99","R1,091.85",426,Yes
T041,4041,T24 - Revenue MPU Adhoc,40.000,"",2015-10-13,"R7,278.99","R1,091.85",426,Yes
T042,4042,T24 - Revenue MPU Adhoc,40.000,"",2015-10-13,"R7,278.99","R1,091.85",426,Yes
T043,4043,T24 - Revenue MPU Adhoc,40.000,"",2015-10-13,"R7,254.01","R1,088.10",333,Yes
T044,4022,T24 - Revenue MPU Adhoc,40.000,"",2015-10-13,"R8,350.34","R1,252.55",500,Yes
T045,4023,T24 - Revenue MPU Adhoc,40.000,"",2015-10-13,"R8,350.34","R1,252.55",500,Yes
T046,4024,T24 - Revenue MPU Adhoc,40.000,"",2015-10-13,"R8,350.34","R1,252.55",500,Yes
T049,4045,T24 - Revenue MPU Adhoc,40.000,"",2015-10-13,"R7,294.15","R1,094.12",426,Yes
T148,6002,T24 - Revenue MPU Adhoc,40.000,"",2015-10-13,"R7,512.97","R1,126.95",426,Yes
T149,"",T24 - Revenue MPU Adhoc,40.000,"",2015-10-13,"R7,512.97","R1,126.95",426,Yes
T150,"",T24 - Revenue MPU Adhoc,40.000,"",2015-10-13,"R7,294.15","R1,094.12",426,Yes
T151,5557,T24 - Revenue MPU Adhoc,40.000,"",2015-10-13,"R7,512.97","R1,126.95",426,Yes
T152,5560,T24 - Revenue MPU Adhoc,40.000,"",2015-10-13,"R7,512.97","R1,126.95",426,Yes
T155,"",T24 - Revenue MPU Adhoc,40.000,"",2015-10-13,"R7,278.99","R1,091.85",426,Yes
T156,"",T24 - Revenue MPU Adhoc,40.000,"",2015-10-13,"R7,278.99","R1,091.85",426,Yes
T157,"",T24 - Revenue MPU Adhoc,40.000,"",2015-10-13,"R8,350.34","R1,252.55",500,Yes
