Truck,Date,Income,Contribution,Kms,Blackout Status
104,2015-02-23,"R8,363.75","R2,278.30",428,No
105,2015-02-23,"R7,845.54","R1,648.04",445,No
106,2015-02-23,"R8,363.75","R2,278.30",428,No
107,2015-02-23,"R7,845.54","R1,648.04",445,No
108,2015-02-23,"R7,845.54","R1,648.04",445,No
111,2015-02-23,"R7,845.54","R1,648.04",445,No
116,2015-02-23,"R7,790.25",R991.88,382,Yes
117,2015-02-23,"R7,230.79",R772.79,440,No
119,2015-02-23,"R7,230.79",R772.79,440,No
12,2015-02-23,"R7,845.54","R1,648.04",445,No
120,2015-02-23,"R7,790.25",R991.88,382,No
121,2015-02-23,"R7,790.25",R991.88,382,Yes
122,2015-02-23,"R7,230.79",R772.79,440,No
123,2015-02-23,"R7,230.79",R772.79,440,No
124,2015-02-23,"R7,230.79",R772.79,440,No
127,2015-02-23,"R7,230.79",R772.79,440,No
128,2015-02-23,"R7,845.54","R1,648.04",445,No
129,2015-02-23,"R8,363.75","R2,278.30",428,No
131,2015-02-23,"R7,845.54","R1,648.04",445,No
132,2015-02-23,"R7,845.54","R1,648.04",445,No
133,2015-02-23,"R8,363.75","R2,278.30",428,No
134,2015-02-23,"R8,363.75","R2,278.30",428,No
138,2015-02-23,"R7,230.79",R772.79,440,No
139,2015-02-23,"R7,230.79",R772.79,440,No
140,2015-02-23,"R7,845.54","R1,648.04",445,No
141,2015-02-23,"R7,845.54","R1,648.04",445,No
142,2015-02-23,"R7,845.54","R1,648.04",445,No
143,2015-02-23,"R7,230.79",R772.79,440,No
144,2015-02-23,"R7,790.25",R991.88,382,No
145,2015-02-23,"R7,230.79",R772.79,440,No
146,2015-02-23,"R7,790.25",R991.88,382,Yes
147,2015-02-23,"R7,845.54","R1,648.04",445,No
149,2015-02-23,"R7,790.25",R991.88,382,No
150,2015-02-23,"R7,845.54","R1,648.04",445,No
151,2015-02-23,"R7,790.25",R991.88,382,Yes
152,2015-02-23,"R7,845.54","R1,648.04",445,No
153,2015-02-23,"R7,845.54","R1,648.04",445,No
154,2015-02-23,"R7,063.04",R789.75,452,No
155,2015-02-23,"R7,845.54","R1,648.04",445,No
157,2015-02-23,"R7,845.54","R1,648.04",445,No
158,2015-02-23,"R7,845.54","R1,648.04",445,Yes
159,2015-02-23,"R7,845.54","R1,648.04",445,No
160,2015-02-23,"R7,845.54","R1,648.04",445,No
161,2015-02-23,"R7,845.54","R1,648.04",445,No
162,2015-02-23,"R7,063.04",R789.75,452,No
168,2015-02-23,"R7,230.79",R772.79,440,Yes
241,2015-02-23,"R7,063.04",R789.75,452,No
242,2015-02-23,"R7,063.04",R789.75,452,No
244,2015-02-23,"R8,363.75","R2,278.30",428,No
245,2015-02-23,"R7,845.54","R1,648.04",445,No
246,2015-02-23,"R7,063.04",R789.75,452,Yes
247,2015-02-23,"R7,063.04",R789.75,452,No
248,2015-02-23,"R7,063.04",R789.75,452,Yes
261,2015-02-23,"R7,063.04",R789.75,452,No
262,2015-02-23,"R7,063.04",R789.75,452,No
263,2015-02-23,"R7,063.04",R789.75,452,No
264,2015-02-23,"R7,063.04",R789.75,452,No
265,2015-02-23,"R7,063.04",R789.75,452,No
266,2015-02-23,"R7,230.79",R772.79,440,No
267,2015-02-23,"R7,790.25",R991.88,382,Yes
268,2015-02-23,"R7,063.04",R789.75,452,No
299,2015-02-23,"R7,845.54","R1,648.04",445,No
303,2015-02-23,"R7,845.54","R1,648.04",445,No
304,2015-02-23,"R7,845.54","R1,648.04",445,No
328,2015-02-23,"R7,790.25",R991.88,382,Yes
329,2015-02-23,"R7,063.04",R789.75,452,Yes
330,2015-02-23,"R7,063.04",R789.75,452,No
331,2015-02-23,"R7,063.04",R789.75,452,No
332,2015-02-23,"R7,790.25",R991.88,382,Yes
333,2015-02-23,"R7,063.04",R789.75,452,No
334,2015-02-23,"R7,063.04",R789.75,452,Yes
335,2015-02-23,"R7,063.04",R789.75,452,Yes
336,2015-02-23,"R7,230.79",R772.79,440,No
337,2015-02-23,"R7,790.25",R991.88,382,No
343,2015-02-23,"R7,230.79",R772.79,440,No
344,2015-02-23,"R7,230.79",R772.79,440,Yes
345,2015-02-23,"R7,230.79",R772.79,440,Yes
346,2015-02-23,"R7,790.25",R991.88,382,Yes
347,2015-02-23,"R7,790.25",R991.88,382,No
348,2015-02-23,"R7,790.25",R991.88,382,No
349,2015-02-23,"R7,063.04",R789.75,452,No
350,2015-02-23,"R7,063.04",R789.75,452,No
361,2015-02-23,"R7,063.04",R789.75,452,Yes
362,2015-02-23,"R7,063.04",R789.75,452,Yes
363,2015-02-23,"R7,063.04",R789.75,452,Yes
364,2015-02-23,"R7,230.79",R772.79,440,No
365,2015-02-23,"R7,063.04",R789.75,452,No
366,2015-02-23,"R7,063.04",R789.75,452,No
367,2015-02-23,"R7,063.04",R789.75,452,No
368,2015-02-23,"R7,063.04",R789.75,452,Yes
369,2015-02-23,"R7,063.04",R789.75,452,Yes
370,2015-02-23,"R7,063.04",R789.75,452,Yes
372,2015-02-23,"R7,063.04",R789.75,452,Yes
374,2015-02-23,"R7,048.38",R791.42,321,No
375,2015-02-23,"R7,063.04",R789.75,452,No
376,2015-02-23,"R7,063.04",R789.75,452,No
379,2015-02-23,"R7,063.04",R789.75,452,Yes
38,2015-02-23,"R7,790.25",R991.88,382,No
383,2015-02-23,"R7,063.04",R789.75,452,Yes
43,2015-02-23,"R7,790.25",R991.88,382,Yes
48,2015-02-23,"R7,845.54","R1,648.04",445,No
49,2015-02-23,"R7,845.54","R1,648.04",445,Yes
50,2015-02-23,"R7,845.54","R1,648.04",445,No
51,2015-02-23,"R7,845.54","R1,648.04",445,Yes
52,2015-02-23,"R7,845.54","R1,648.04",445,No
53,2015-02-23,"R7,845.54","R1,648.04",445,No
54,2015-02-23,"R7,230.79",R772.79,440,No
55,2015-02-23,"R7,230.79",R772.79,440,No
61,2015-02-23,"R7,845.54","R1,648.04",445,No
62,2015-02-23,"R7,230.79",R772.79,440,No
68,2015-02-23,"R7,063.04",R789.75,452,No
7,2015-02-23,"R7,845.54","R1,648.04",445,No
83,2015-02-23,"R7,790.25",R991.88,382,Yes
84,2015-02-23,"R7,790.25",R991.88,382,Yes
85,2015-02-23,"R7,790.25",R991.88,382,Yes
86,2015-02-23,"R7,790.25",R991.88,382,No
9,2015-02-23,"R7,845.54","R1,648.04",445,Yes
95,2015-02-23,"R7,063.04",R789.75,452,No
96,2015-02-23,"R7,845.54","R1,648.04",445,Yes
97,2015-02-23,"R7,790.25",R991.88,382,Yes
DM05,2015-02-23,"R7,063.04",R789.75,452,Yes
DM09,2015-02-23,"R7,845.54","R1,648.04",445,No
DM10,2015-02-23,"R7,845.54","R1,648.04",445,No
Honeydew,2015-02-23,R625.00,R93.75,0,Yes
Monteagle,2015-02-23,"R31,646.58","R4,746.99",0,Yes
