Truck,Date,Income,Contribution,Kms,Blackout Status
D01,2015-03-31,"R2,496.73",R449.41,125,No
D02,2015-03-31,"R2,469.88",R444.58,104,Yes
D03,2015-03-31,"R2,690.11",R484.22,200,Yes
D04,2015-03-31,"R2,504.78",R450.86,147,Yes
D05,2015-03-31,"R2,445.84",R440.25,130,Yes
D06,2015-03-31,"R2,574.95",R463.49,64,Yes
D07,2015-03-31,"R3,632.33",R653.82,300,Yes
D08,2015-03-31,"R3,546.46",R638.36,287,Yes
D09,2015-03-31,"R4,115.03",R740.71,223,Yes
D10,2015-03-31,"R4,625.18",R832.53,306,No
D11,2015-03-31,"R2,937.55",R528.76,158,No
D12,2015-03-31,"R3,200.00",R576.00,219,No
D13,2015-03-31,"R2,978.44",R536.12,174,Yes
D14,2015-03-31,"R3,289.19",R592.05,250,Yes
D15,2015-03-31,"R3,296.24",R593.32,251,Yes
D16,2015-03-31,"R3,723.78",R670.28,265,Yes
D17,2015-03-31,"R4,675.37",R841.57,296,Yes
D18,2015-03-31,"R4,559.18",R820.65,289,No
D19,2015-03-31,"R3,606.95",R649.25,133,Yes
D20,2015-03-31,"R4,348.29",R782.69,255,No
D21,2015-03-31,"R4,274.36",R769.38,238,Yes
D22,2015-03-31,"R4,062.67",R731.28,219,Yes
D23,2015-03-31,"R4,607.51",R829.35,289,Yes
D24,2015-03-31,"R1,762.89",R317.32,26,Yes
D25,2015-03-31,"R2,822.76",R508.10,83,No
D26,2015-03-31,"R2,752.78",R495.50,83,No
D27,2015-03-31,"R2,752.78",R495.50,83,Yes
D28,2015-03-31,"R2,488.44",R447.92,83,Yes
D584,2015-03-31,"R2,608.49",R469.53,83,Yes
D585,2015-03-31,"R2,608.49",R469.53,83,Yes
D586,2015-03-31,"R3,623.62",R652.25,83,No
D587,2015-03-31,"R3,623.62",R652.25,83,No
D588,2015-03-31,"R3,623.62",R652.25,83,Yes
D589,2015-03-31,"R3,623.62",R652.25,83,Yes
D590,2015-03-31,"R3,623.62",R652.25,83,Yes
D591,2015-03-31,"R3,623.62",R652.25,83,No
D615,2015-03-31,"R2,608.49",R469.53,83,Yes
