Truck,FM ID,Primary Fleet,Fleet Tonnages,Function Code,Date,Income,Contribution,Kms,Blackout Status
anglo-subbies,"",Anglo - Sub Contractor,40.000,314,2015-10-15,"R129,032.26","R23,225.81",8895,Yes
corobrick-subbies,"",Corobrick - Avoca,40.000,312,2015-10-15,"R20,085.00","R4,820.40",0,Yes
Enduro 01,"",Enduro,"","",2015-10-15,"R8,502.47","R2,082.02",451,Yes
Enduro 02,"",Enduro,"","",2015-10-15,"R8,502.47","R2,082.02",451,Yes
Enduro 03,"",Enduro,"","",2015-10-15,"R8,502.47","R2,082.02",451,Yes
ILLOVO SUB 23257,"",Illovo - Avoca,40.000,330,2015-10-15,R0.01,R0.01,0,Yes
ILLOVO SUB 23259,"",Illovo - Avoca,40.000,330,2015-10-15,R0.01,R0.01,0,Yes
Illovo Sub 23271/2,"",Illovo Refined-Noodesburg,"",332,2015-10-15,"R15,036.55","R2,255.48",781,Yes
ILLOVO SUB 23299,"",Illovo - Avoca,40.000,330,2015-10-15,R0.01,R0.01,0,Yes
ILLOVO SUB 23301,"",Illovo - Avoca,40.000,330,2015-10-15,R0.01,R0.01,0,Yes
Isilungo 01,"",PPC - Slurry,40.000,303,2015-10-15,"R4,462.50",R446.25,350,Yes
Mabeleng 01,"",PPC - Slurry,40.000,303,2015-10-15,"R4,462.50",R446.25,350,Yes
PPCDwaalboom Subbies,"",PPC Subcontractors,40.000,"",2015-10-15,"R88,069.09","R8,806.91",8147,Yes
SN Matjoko 01,"",PPC - Slurry,40.000,303,2015-10-15,"R8,502.47","R2,082.02",451,Yes
SN Matjoko 02,"",PPC - Slurry,40.000,303,2015-10-15,"R4,462.50",R446.25,350,Yes
Zem 01,"",PPC Subcontractors,40.000,"",2015-10-15,"R4,462.50",R446.25,350,Yes
Zem 02,9052,PPC Subcontractors,40.000,"",2015-10-15,"R4,462.50",R446.25,350,Yes
