Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
anglo-subbies,"",Anglo - Sub Contractor,314,2015-08-26,"R129,032.26","R23,225.81",8895,Yes
corobrick-subbies,"",Corobrick - Avoca,312,2015-08-26,"R11,897.44","R2,855.39",0,Yes
Enduro 01,"",PPC - Slurry,303,2015-08-26,"R6,775.99","R1,935.65",333,Yes
Enduro 02,"",PPC - Slurry,303,2015-08-26,"R6,775.99","R1,935.65",333,Yes
Enduro 03,"",PPC - Slurry,303,2015-08-26,"R6,775.99","R1,935.65",333,Yes
ILLOVO SUB 23257,"",Illovo - Avoca,330,2015-08-26,"R1,078.66",R314.06,192,Yes
ILLOVO SUB 23259,"",Illovo - Avoca,330,2015-08-26,"R1,078.66",R314.06,192,Yes
Illovo Sub 23271/2,"",Illovo Refined-Noodesburg,332,2015-08-26,"R14,641.25","R2,635.42",781,Yes
ILLOVO SUB 23299,"",Illovo - Avoca,330,2015-08-26,"R1,078.66",R314.06,192,Yes
ILLOVO SUB 23301,"",Illovo - Avoca,330,2015-08-26,"R1,078.66",R314.06,192,Yes
Isilungo 01,"",PPC - Slurry,303,2015-08-26,"R4,693.33",R469.33,104,Yes
Mabeleng 01,"",PPC - Slurry,303,2015-08-26,"R4,693.33",R469.33,104,Yes
Nyangaya 01,"",PPC - Slurry,303,2015-08-26,"R4,693.33",R469.33,104,Yes
PPCDwaalboom Subbies,"",PPC Subcontractors,"",2015-08-26,"R101,323.20","R15,198.48",7656,Yes
SN Matjoko 01,"",PPC - Slurry,303,2015-08-26,"R6,775.99","R1,935.65",333,Yes
SN Matjoko 02,"",PPC - Slurry,303,2015-08-26,"R4,693.33",R469.33,104,Yes
Zem 01,"",Anglo Consolidated,314,2015-08-26,"R4,693.33",R469.33,104,Yes
Zem 02,9052,PPC - Slurry,303,2015-08-26,"R4,693.33",R469.33,104,Yes
