Truck,Date,Income,Contribution,Kms,Blackout Status
D01,2015-03-31,"R2,496.73",R449.41,125,No
D08,2015-03-31,"R3,546.46",R638.36,287,Yes
D09,2015-03-31,"R4,115.03",R740.71,223,Yes
D10,2015-03-31,"R4,625.18",R832.53,306,No
D11,2015-03-31,"R2,937.55",R528.76,158,No
D12,2015-03-31,"R3,200.00",R576.00,219,No
D17,2015-03-31,"R4,675.37",R841.57,296,Yes
D18,2015-03-31,"R4,559.18",R820.65,289,No
D19,2015-03-31,"R3,606.95",R649.25,133,Yes
D20,2015-03-31,"R4,348.29",R782.69,255,No
D23,2015-03-31,"R4,607.51",R829.35,289,Yes
