Truck,FM ID,Primary Fleet,Fleet Tonnages,Function Code,Date,Income,Contribution,Kms,Blackout Status
anglo-subbies,"",Anglo - Sub Contractor,40.000,314,2015-08-02,"R129,032.26","R23,225.81",8895,Yes
corobrick-subbies,"",Corobrick - Avoca,40.000,312,2015-08-02,R0.00,R0.00,0,Yes
Enduro 01,"",PPC - Slurry,40.000,303,2015-08-02,R0.00,R0.00,0,Yes
Enduro 02,"",PPC - Slurry,40.000,303,2015-08-02,R0.00,R0.00,0,Yes
Enduro 03,"",PPC - Slurry,40.000,303,2015-08-02,R0.00,R0.00,0,Yes
ILLOVO SUB 23257,"",Illovo - Avoca,40.000,330,2015-08-02,"R1,078.66",R314.06,192,Yes
ILLOVO SUB 23259,"",Illovo - Avoca,40.000,330,2015-08-02,"R1,078.66",R314.06,192,Yes
Illovo Sub 23271/2,"",Illovo Refined-Noodesburg,"",332,2015-08-02,"R14,641.25","R2,635.42",781,Yes
ILLOVO SUB 23299,"",Illovo - Avoca,40.000,330,2015-08-02,"R1,078.66",R314.06,192,Yes
ILLOVO SUB 23301,"",Illovo - Avoca,40.000,330,2015-08-02,"R1,078.66",R314.06,192,Yes
Isilungo 01,"",PPC - Slurry,40.000,303,2015-08-02,R0.00,R0.00,0,Yes
Mabeleng 01,"",PPC - Slurry,40.000,303,2015-08-02,R0.00,R0.00,0,Yes
Nyangaya 01,"",PPC - Slurry,40.000,303,2015-08-02,R0.00,R0.00,0,Yes
PPCDwaalboom Subbies,"",PPC Subcontractors,40.000,"",2015-08-02,R0.00,R0.00,0,Yes
SN Matjoko 01,"",PPC - Slurry,40.000,303,2015-08-02,R0.00,R0.00,0,Yes
SN Matjoko 02,"",PPC - Slurry,40.000,303,2015-08-02,R0.00,R0.00,0,Yes
Zem 01,"",PPC Subcontractors,40.000,"",2015-08-02,R0.00,R0.00,0,Yes
Zem 02,9052,PPC Subcontractors,40.000,"",2015-08-02,R0.00,R0.00,0,Yes
