Truck,Date,Income,Contribution,Kms,Blackout Status
D01,2014-06-30,"R2,846.38","R1,140.53",135,Yes
D02,2014-06-30,"R2,633.37",R623.61,112,No
D03,2014-06-30,"R3,115.74",R623.61,217,No
D04,2014-06-30,"R2,850.31",R623.61,159,No
D05,2014-06-30,"R2,765.89",R623.61,141,No
D07,2014-06-30,"R3,923.76",R623.61,325,Yes
D08,2014-06-30,"R4,005.83","R1,140.53",311,Yes
D09,2014-06-30,"R4,192.55","R1,140.53",242,Yes
D10,2014-06-30,"R4,957.24","R1,140.53",331,Yes
D11,2014-06-30,"R3,165.91","R1,140.53",171,Yes
D12,2014-06-30,"R3,544.20","R1,140.53",238,Yes
D13,2014-06-30,"R3,138.75",R623.61,189,No
D14,2014-06-30,"R3,584.93",R623.61,271,No
D15,2014-06-30,"R3,595.06",R623.61,272,No
D16,2014-06-30,"R3,672.27",R623.61,287,No
D17,2014-06-30,"R4,826.12","R1,140.53",320,Yes
D18,2014-06-30,"R4,126.95","R1,140.53",237,Yes
D19,2014-06-30,"R3,961.05",R623.61,144,Yes
D20,2014-06-30,"R4,552.08","R1,140.53",276,Yes
D21,2014-06-30,"R4,292.45",R623.61,257,Yes
D22,2014-06-30,"R4,779.18",R623.61,313,No
D23,2014-06-30,"R4,861.45","R1,140.53",313,Yes
D24,2014-06-30,"R2,278.35",R623.61,28,Yes
