Truck,Date,Income,Contribution,Kms,Blackout Status
104,2015-05-22,"R9,046.15","R2,280.63",481,No
105,2015-05-22,"R7,922.91","R1,817.35",440,Yes
106,2015-05-22,"R9,046.15","R2,280.63",481,No
107,2015-05-22,"R7,922.91","R1,817.35",440,No
108,2015-05-22,"R7,922.91","R1,817.35",440,No
111,2015-05-22,"R7,922.91","R1,817.35",440,Yes
116,2015-05-22,"R8,117.06",R983.33,398,No
117,2015-05-22,"R6,898.82",R754.97,412,Yes
119,2015-05-22,"R6,898.82",R754.97,412,No
120,2015-05-22,"R8,117.06",R983.33,398,Yes
121,2015-05-22,"R8,117.06",R983.33,398,No
122,2015-05-22,"R6,898.82",R754.97,412,Yes
123,2015-05-22,"R6,898.82",R754.97,412,No
124,2015-05-22,"R6,898.82",R754.97,412,No
125,2015-05-22,"R6,613.19",R647.52,301,No
126,2015-05-22,"R6,613.19",R647.52,301,No
127,2015-05-22,"R6,898.82",R754.97,412,No
128,2015-05-22,"R7,922.91","R1,817.35",440,Yes
129,2015-05-22,"R9,046.15","R2,280.63",481,No
131,2015-05-22,"R7,922.91","R1,817.35",440,Yes
132,2015-05-22,"R7,922.91","R1,817.35",440,Yes
133,2015-05-22,"R9,046.15","R2,280.63",481,No
134,2015-05-22,"R9,046.15","R2,280.63",481,Yes
135,2015-05-22,"R6,613.19",R647.52,301,No
136,2015-05-22,"R6,613.19",R647.52,301,No
137,2015-05-22,"R6,613.19",R647.52,301,Yes
138,2015-05-22,"R6,898.82",R754.97,412,No
139,2015-05-22,"R6,898.82",R754.97,412,Yes
140,2015-05-22,"R7,922.91","R1,817.35",440,No
141,2015-05-22,"R7,922.91","R1,817.35",440,Yes
142,2015-05-22,"R7,922.91","R1,817.35",440,No
143,2015-05-22,"R6,898.82",R754.97,412,No
144,2015-05-22,"R8,117.06",R983.33,398,No
145,2015-05-22,"R6,898.82",R754.97,412,Yes
146,2015-05-22,"R8,117.06",R983.33,398,No
244,2015-05-22,"R9,046.15","R2,280.63",481,Yes
245,2015-05-22,"R7,922.91","R1,817.35",440,No
246,2015-05-22,"R7,159.95",R929.83,449,Yes
247,2015-05-22,"R7,159.95",R929.83,449,No
248,2015-05-22,"R7,159.95",R929.83,449,Yes
249,2015-05-22,"R11,191.52","R1,633.63",508,Yes
25,2015-05-22,"R11,191.52","R1,633.63",508,No
250,2015-05-22,"R8,155.55","R1,966.27",345,Yes
252,2015-05-22,"R8,155.55","R1,966.27",345,Yes
253,2015-05-22,"R8,155.55","R1,966.27",345,Yes
254,2015-05-22,"R8,155.55","R1,966.27",345,Yes
255,2015-05-22,"R8,155.55","R1,966.27",345,Yes
256,2015-05-22,"R8,155.55","R1,966.27",345,Yes
257,2015-05-22,"R8,155.55","R1,966.27",345,Yes
258,2015-05-22,"R8,155.55","R1,966.27",345,Yes
259,2015-05-22,"R8,155.55","R1,966.27",345,Yes
260,2015-05-22,"R8,155.55","R1,966.27",345,Yes
261,2015-05-22,"R7,159.95",R929.83,449,Yes
262,2015-05-22,"R7,159.95",R929.83,449,No
263,2015-05-22,"R7,159.95",R929.83,449,Yes
264,2015-05-22,"R7,159.95",R929.83,449,Yes
265,2015-05-22,"R7,159.95",R929.83,449,Yes
266,2015-05-22,"R6,898.82",R754.97,412,Yes
267,2015-05-22,"R8,117.06",R983.33,398,No
268,2015-05-22,"R7,159.95",R929.83,449,Yes
269,2015-05-22,"R11,191.52","R1,633.63",508,No
270,2015-05-22,"R11,191.52","R1,633.63",508,No
299,2015-05-22,"R7,922.91","R1,817.35",440,Yes
304,2015-05-22,"R7,922.91","R1,817.35",440,No
324,2015-05-22,"R6,613.19",R647.52,301,No
325,2015-05-22,"R6,613.19",R647.52,301,No
326,2015-05-22,"R6,613.19",R647.52,301,No
327,2015-05-22,"R6,613.19",R647.52,301,No
329,2015-05-22,"R7,159.95",R929.83,449,Yes
330,2015-05-22,"R7,159.95",R929.83,449,Yes
335,2015-05-22,"R7,159.95",R929.83,449,Yes
338,2015-05-22,"R11,191.52","R1,633.63",508,No
339,2015-05-22,"R11,191.52","R1,633.63",508,Yes
340,2015-05-22,"R6,613.19",R647.52,301,No
341,2015-05-22,"R6,613.19",R647.52,301,Yes
342,2015-05-22,"R6,613.19",R647.52,301,Yes
343,2015-05-22,"R6,898.82",R754.97,412,Yes
68,2015-05-22,"R7,159.95",R929.83,449,Yes
83,2015-05-22,"R8,117.06",R983.33,398,No
84,2015-05-22,"R8,117.06",R983.33,398,No
85,2015-05-22,"R8,117.06",R983.33,398,No
86,2015-05-22,"R8,117.06",R983.33,398,No
95,2015-05-22,"R7,159.95",R929.83,449,No
96,2015-05-22,"R7,922.91","R1,817.35",440,Yes
97,2015-05-22,"R8,117.06",R983.33,398,Yes
