Truck,Date,Income,Contribution,Kms,Blackout Status
D02,2014-06-30,"R2,633.37",R623.61,112,No
D03,2014-06-30,"R3,115.74",R623.61,217,No
D04,2014-06-30,"R2,850.31",R623.61,159,No
D05,2014-06-30,"R2,765.89",R623.61,141,No
D07,2014-06-30,"R3,923.76",R623.61,325,Yes
D13,2014-06-30,"R3,138.75",R623.61,189,No
D14,2014-06-30,"R3,584.93",R623.61,271,No
D15,2014-06-30,"R3,595.06",R623.61,272,No
D16,2014-06-30,"R3,672.27",R623.61,287,No
D21,2014-06-30,"R4,292.45",R623.61,257,Yes
D22,2014-06-30,"R4,779.18",R623.61,313,No
D24,2014-06-30,"R2,278.35",R623.61,28,Yes
D27,2014-06-30,"R3,786.13",R623.61,123,No
