Truck,Date,Income,Contribution,Kms,Blackout Status
131,2015-02-23,"R7,845.54","R1,648.04",445,No
135,2015-02-23,"R7,048.38",R791.42,321,Yes
136,2015-02-23,"R7,048.38",R791.42,321,Yes
137,2015-02-23,"R7,048.38",R791.42,321,Yes
138,2015-02-23,"R7,230.79",R772.79,440,No
139,2015-02-23,"R7,230.79",R772.79,440,No
141,2015-02-23,"R7,845.54","R1,648.04",445,No
142,2015-02-23,"R7,845.54","R1,648.04",445,No
143,2015-02-23,"R7,230.79",R772.79,440,No
144,2015-02-23,"R7,790.25",R991.88,382,No
145,2015-02-23,"R7,230.79",R772.79,440,No
146,2015-02-23,"R7,790.25",R991.88,382,Yes
245,2015-02-23,"R7,845.54","R1,648.04",445,No
246,2015-02-23,"R7,063.04",R789.75,452,Yes
247,2015-02-23,"R7,063.04",R789.75,452,No
248,2015-02-23,"R7,063.04",R789.75,452,Yes
249,2015-02-23,"R6,686.13",R742.13,303,No
250,2015-02-23,"R6,033.21","R1,350.91",173,Yes
252,2015-02-23,"R6,033.21","R1,350.91",173,Yes
253,2015-02-23,"R6,033.21","R1,350.91",173,Yes
254,2015-02-23,"R6,033.21","R1,350.91",173,Yes
255,2015-02-23,"R6,033.21","R1,350.91",173,Yes
256,2015-02-23,"R6,033.21","R1,350.91",173,Yes
257,2015-02-23,"R6,033.21","R1,350.91",173,Yes
258,2015-02-23,"R6,033.21","R1,350.91",173,Yes
259,2015-02-23,"R6,033.21","R1,350.91",173,Yes
260,2015-02-23,"R6,033.21","R1,350.91",173,Yes
267,2015-02-23,"R7,790.25",R991.88,382,Yes
268,2015-02-23,"R7,063.04",R789.75,452,No
269,2015-02-23,"R6,686.13",R742.13,303,No
270,2015-02-23,"R6,686.13",R742.13,303,Yes
