Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
140271,5118,PPC - P.E,307,2015-08-23,R0.00,R0.00,0,Yes
444074,9160,PPC - P.E,307,2015-08-23,R0.00,R0.00,0,No
444075,9162,PPC - P.E,307,2015-08-23,R0.00,R0.00,0,Yes
444076,9161,PPC - P.E,307,2015-08-23,R0.00,R0.00,0,Yes
444077,9163,PPC - P.E,307,2015-08-23,R0.00,R0.00,0,Yes
B40-1,"",PPC - P.E,307,2015-08-23,R0.00,R0.00,0,Yes
B40-2,"",PPC - P.E,307,2015-08-23,R0.00,R0.00,0,Yes
B40-4,"",PPC - P.E,307,2015-08-23,R0.00,R0.00,0,Yes
D553,9727,PPC - P.E,307,2015-08-23,R0.00,R0.00,0,Yes
D554,9716,PPC - P.E,307,2015-08-23,R0.00,R0.00,0,No
D555,9726,PPC - P.E,307,2015-08-23,R0.00,R0.00,0,No
D556,9728,PPC - P.E,307,2015-08-23,R0.00,R0.00,0,Yes
D557,9725,PPC - P.E,307,2015-08-23,R0.00,R0.00,0,No
D558,9734,PPC - Kraaifontein,309,2015-08-23,R0.00,R0.00,0,Yes
D559,9733,PPC - George,308,2015-08-23,R0.00,R0.00,0,Yes
D571,286,PPC - P.E,307,2015-08-23,R0.00,R0.00,0,Yes
