Truck,Date,Income,Contribution,Kms,Blackout Status
13,2015-02-23,"R6,686.13",R742.13,303,No
148,2015-02-23,"R6,686.13",R742.13,303,Yes
163,2015-02-23,"R6,686.13",R742.13,303,No
164,2015-02-23,"R6,686.13",R742.13,303,No
166,2015-02-23,"R6,686.13",R742.13,303,No
167,2015-02-23,"R6,686.13",R742.13,303,Yes
249,2015-02-23,"R6,686.13",R742.13,303,No
25,2015-02-23,"R6,686.13",R742.13,303,Yes
269,2015-02-23,"R6,686.13",R742.13,303,No
270,2015-02-23,"R6,686.13",R742.13,303,Yes
298,2015-02-23,"R6,686.13",R742.13,303,No
300,2015-02-23,"R6,686.13",R742.13,303,No
301,2015-02-23,"R6,686.13",R742.13,303,Yes
302,2015-02-23,"R6,686.13",R742.13,303,Yes
305,2015-02-23,"R6,686.13",R742.13,303,Yes
306,2015-02-23,"R6,686.13",R742.13,303,Yes
307,2015-02-23,"R6,686.13",R742.13,303,No
308,2015-02-23,"R6,686.13",R742.13,303,Yes
309,2015-02-23,"R6,686.13",R742.13,303,Yes
310,2015-02-23,"R6,686.13",R742.13,303,Yes
311,2015-02-23,"R6,686.13",R742.13,303,No
312,2015-02-23,"R6,686.13",R742.13,303,Yes
323,2015-02-23,"R6,686.13",R742.13,303,No
338,2015-02-23,"R6,686.13",R742.13,303,No
339,2015-02-23,"R6,686.13",R742.13,303,Yes
39,2015-02-23,"R6,686.13",R742.13,303,No
40,2015-02-23,"R6,686.13",R742.13,303,No
41,2015-02-23,"R6,686.13",R742.13,303,No
44,2015-02-23,"R6,686.13",R742.13,303,No
45,2015-02-23,"R6,686.13",R742.13,303,No
46,2015-02-23,"R6,686.13",R742.13,303,No
47,2015-02-23,"R6,686.13",R742.13,303,No
5,2015-02-23,"R6,686.13",R742.13,303,No
59,2015-02-23,"R6,686.13",R742.13,303,No
60,2015-02-23,"R6,686.13",R742.13,303,Yes
8,2015-02-23,"R6,686.13",R742.13,303,No
