Truck,Customer,Subcontractor,Loading ETA,Loading Arrival,Tripleg Income,Total Kms,Loading Started,Expected Total Kms
140271,PPC-PE F & V,"",2015-09-29 08:00:00,2015-09-29 11:00:00,"9,439.37",366,2015-09-29 11:00:00,342.72
PO2,PPC-PE F & V,"",2015-09-29 08:00:00,2015-09-29 08:30:00,"8,309.04",403,2015-09-29 08:30:00,390
B40-2,PPC-PE F & V,"",2015-09-29 08:00:00,2015-09-29 09:00:00,"7,643.14",407,2015-09-29 09:00:00,199
444075,PPC-PE F & V,"",2015-09-29 16:00:00,2015-09-29 16:00:00,"16,372.69",730,2015-09-29 16:00:00,301
444076,PPC-PE F & V,"",2015-09-29 07:00:00,(none),"3,828.97",110.17,(none),110.17
444076,PPC-PE F & V,"",2015-09-29 11:00:00,(none),"12,715.92",431,(none),431
444077,PPC-PE F & V,"",2015-09-29 07:00:00,2015-09-29 08:00:00,"8,803.41",314,2015-09-29 08:00:00,152
D554,PPC-PE F & V,"",2015-09-29 08:00:00,(none),"10,234.32",431,(none),431
D555,PPC-PE F & V,"",2015-09-29 08:00:00,2015-09-29 09:30:00,"2,966.99",153,2015-09-29 09:30:00,0
D555,PPC-PE F & V,"",2015-09-29 14:00:00,2015-09-29 14:00:00,"1,434.34",8,2015-09-29 14:00:00,0
D555,PPC-PE F & V,"",2015-09-29 17:30:00,2015-09-29 17:30:00,"11,437.30",597,2015-09-29 17:30:00,301
D556,PPC-PE F & V,"",2015-09-29 08:00:00,(none),"3,390.28",74.3,(none),74.3
D556,PPC-PE F & V,"",2015-09-29 11:00:00,(none),"13,388.57",486,(none),486
D557,PPC-PE F & V,"",2015-09-29 08:00:00,2015-09-29 08:30:00,"3,276.55",65,2015-09-29 08:30:00,0
D557,PPC-PE F & V,"",2015-09-29 14:00:00,2015-09-29 14:00:00,"2,130.37",10,2015-09-29 14:00:00,0
D558,PPC-PE F & V,"",2015-09-29 17:00:00,(none),"10,809.05",342.72,(none),342.72
D558,PPC-PE F & V,"",2015-09-29 11:00:00,2015-09-29 11:00:00,"2,021.30",30,2015-09-29 11:00:00,0
