Truck,Date,Income,Contribution,Kms,Blackout Status
163,2015-03-31,"R7,340.33",R685.02,355,No
164,2015-03-31,"R7,340.33",R685.02,355,No
165,2015-03-31,"R8,125.12",R730.52,395,No
166,2015-03-31,"R7,340.33",R685.02,355,No
167,2015-03-31,"R7,340.33",R685.02,355,No
198,2015-03-31,"R8,125.12",R730.52,395,No
318,2015-03-31,"R8,125.12",R730.52,395,Yes
319,2015-03-31,"R8,125.12",R730.52,395,No
320,2015-03-31,"R8,125.12",R730.52,395,No
321,2015-03-31,"R8,125.12",R730.52,395,Yes
322,2015-03-31,"R8,125.12",R730.52,395,No
326,2015-03-31,"R8,125.12",R730.52,395,No
327,2015-03-31,"R8,125.12",R730.52,395,No
57,2015-03-31,"R8,125.12",R730.52,395,No
58,2015-03-31,"R8,125.12",R730.52,395,Yes
