Truck,Date,Income,Contribution,Kms,Blackout Status
105,2015-02-23,"R7,845.54","R1,648.04",445,No
107,2015-02-23,"R7,845.54","R1,648.04",445,No
108,2015-02-23,"R7,845.54","R1,648.04",445,No
111,2015-02-23,"R7,845.54","R1,648.04",445,No
12,2015-02-23,"R7,845.54","R1,648.04",445,No
128,2015-02-23,"R7,845.54","R1,648.04",445,No
131,2015-02-23,"R7,845.54","R1,648.04",445,No
132,2015-02-23,"R7,845.54","R1,648.04",445,No
140,2015-02-23,"R7,845.54","R1,648.04",445,No
141,2015-02-23,"R7,845.54","R1,648.04",445,No
142,2015-02-23,"R7,845.54","R1,648.04",445,No
147,2015-02-23,"R7,845.54","R1,648.04",445,No
150,2015-02-23,"R7,845.54","R1,648.04",445,No
152,2015-02-23,"R7,845.54","R1,648.04",445,No
153,2015-02-23,"R7,845.54","R1,648.04",445,No
155,2015-02-23,"R7,845.54","R1,648.04",445,No
157,2015-02-23,"R7,845.54","R1,648.04",445,No
158,2015-02-23,"R7,845.54","R1,648.04",445,Yes
159,2015-02-23,"R7,845.54","R1,648.04",445,No
160,2015-02-23,"R7,845.54","R1,648.04",445,No
161,2015-02-23,"R7,845.54","R1,648.04",445,No
245,2015-02-23,"R7,845.54","R1,648.04",445,No
299,2015-02-23,"R7,845.54","R1,648.04",445,No
303,2015-02-23,"R7,845.54","R1,648.04",445,No
304,2015-02-23,"R7,845.54","R1,648.04",445,No
48,2015-02-23,"R7,845.54","R1,648.04",445,No
49,2015-02-23,"R7,845.54","R1,648.04",445,Yes
50,2015-02-23,"R7,845.54","R1,648.04",445,No
51,2015-02-23,"R7,845.54","R1,648.04",445,Yes
52,2015-02-23,"R7,845.54","R1,648.04",445,No
53,2015-02-23,"R7,845.54","R1,648.04",445,No
61,2015-02-23,"R7,845.54","R1,648.04",445,No
7,2015-02-23,"R7,845.54","R1,648.04",445,No
9,2015-02-23,"R7,845.54","R1,648.04",445,Yes
96,2015-02-23,"R7,845.54","R1,648.04",445,Yes
DM09,2015-02-23,"R7,845.54","R1,648.04",445,No
DM10,2015-02-23,"R7,845.54","R1,648.04",445,No
DM11,2015-02-23,"R7,845.54","R1,648.04",445,No
